ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean,,
NE-149,Rock County,Nebraska,1.28,67,-0.13,1.41,,
NE-151,Saline County,Nebraska,2.34,81,0.45,1.89,,
NE-153,Sarpy County,Nebraska,1.5,52,-0.51,2.01,,
NE-155,Saunders County,Nebraska,1.55,52,-0.38,1.93,,
NE-157,Scotts Bluff County,Nebraska,0.29,21,-0.69,0.98,,
NE-159,Seward County,Nebraska,2.25,82,0.39,1.86,,
NE-161,Sheridan County,Nebraska,0.74,42,-0.41,1.15,,
NE-163,Sherman County,Nebraska,0.3,14,-1.22,1.52,,
NE-165,Sioux County,Nebraska,0.31,17,-0.77,1.08,,
NE-167,Stanton County,Nebraska,1.96,81,0.27,1.69,,
NE-169,Thayer County,Nebraska,2.22,85,0.44,1.78,,
NE-171,Thomas County,Nebraska,2.53,112,1.25,1.28,,
NE-173,Thurston County,Nebraska,1.4,53,-0.42,1.82,,
NE-175,Valley County,Nebraska,0.27,16,-1.21,1.48,,
NE-177,Washington County,Nebraska,1.31,46,-0.71,2.02,,
NE-179,Wayne County,Nebraska,2.11,85,0.42,1.69,,
NE-181,Webster County,Nebraska,0.31,16,-1.2,1.51,,
NE-183,Wheeler County,Nebraska,0.59,32,-0.95,1.54,,
NE-185,York County,Nebraska,2.61,97,0.87,1.74,,
NV-001,Churchill County,Nevada,1.24,117,0.75,0.49,,
NV-003,Clark County,Nevada,0.61,93,0.12,0.49,,
NV-005,Douglas County,Nevada,3.84,127,2.99,0.85,,
NV-007,Elko County,Nevada,2.38,120,1.33,1.05,,
NV-009,Esmeralda County,Nevada,0.11,45,-0.3,0.41,,
NV-011,Eureka County,Nevada,1.32,101,0.43,0.89,,
NV-013,Humboldt County,Nevada,1.86,114,0.99,0.87,,
NV-015,Lander County,Nevada,1.58,110,0.76,0.82,,
NV-017,Lincoln County,Nevada,0.77,75,-0.06,0.83,,
NV-019,Lyon County,Nevada,1.89,126,1.39,0.5,,
NV-021,Mineral County,Nevada,1.03,116,0.61,0.42,,
NV-023,Nye County,Nevada,0.46,61,-0.19,0.65,,
NV-027,Pershing County,Nevada,2.27,127,1.61,0.66,,
NV-029,Storey County,Nevada,3.48,128,2.75,0.73,,
NV-031,Washoe County,Nevada,2.78,125,1.94,0.84,,
NV-033,White Pine County,Nevada,0.61,43,-0.45,1.06,,
NV-510,Carson City,Nevada,4.03,127,3.21,0.82,,
NH-001,Belknap County,New Hampshire,4.86,101,1.53,3.33,,
NH-003,Carroll County,New Hampshire,5,87,1.17,3.83,,
NH-005,Cheshire County,New Hampshire,3.62,74,0.29,3.33,,
NH-007,Coos County,New Hampshire,3.78,74,0.11,3.67,,
NH-009,Grafton County,New Hampshire,3.97,76,0.32,3.65,,
NH-011,Hillsborough County,New Hampshire,5.27,100,1.87,3.4,,
NH-013,Merrimack County,New Hampshire,5.24,105,1.95,3.29,,
NH-015,Rockingham County,New Hampshire,6.66,120,3.31,3.35,,
NH-017,Strafford County,New Hampshire,6.47,116,2.95,3.52,,
NH-019,Sullivan County,New Hampshire,3.72,79,0.39,3.33,,
NJ-001,Atlantic County,New Jersey,3.09,63,-0.09,3.18,,
NJ-003,Bergen County,New Jersey,3.47,63,-0.16,3.63,,
NJ-005,Burlington County,New Jersey,2.79,57,-0.37,3.16,,
NJ-007,Camden County,New Jersey,2.74,55,-0.39,3.13,,
NJ-009,Cape May County,New Jersey,3.5,78,0.38,3.12,,
NJ-011,Cumberland County,New Jersey,2.68,53,-0.38,3.06,,
NJ-013,Essex County,New Jersey,3.3,61,-0.34,3.64,,
NJ-015,Gloucester County,New Jersey,2.52,51,-0.55,3.07,,
NJ-017,Hudson County,New Jersey,3.66,71,0.27,3.39,,
NJ-019,Hunterdon County,New Jersey,1.89,29,-1.53,3.42,,
NJ-021,Mercer County,New Jersey,2.82,59,-0.4,3.22,,
NJ-023,Middlesex County,New Jersey,3.31,66,-0.01,3.32,,
NJ-025,Monmouth County,New Jersey,4.11,79,0.79,3.32,,
NJ-027,Morris County,New Jersey,2.44,39,-1.33,3.77,,
NJ-029,Ocean County,New Jersey,3.4,68,0.18,3.22,,
NJ-031,Passaic County,New Jersey,2.41,41,-1.33,3.74,,
NJ-033,Salem County,New Jersey,2.25,46,-0.73,2.98,,
NJ-035,Somerset County,New Jersey,2.64,50,-0.81,3.45,,
NJ-037,Sussex County,New Jersey,1.85,26,-1.71,3.56,,
NJ-039,Union County,New Jersey,3.09,60,-0.39,3.48,,
NJ-041,Warren County,New Jersey,2.12,34,-1.45,3.57,,
NM-001,Bernalillo County,New Mexico,0.63,59,-0.44,1.07,,
NM-003,Catron County,New Mexico,0.34,27,-0.94,1.28,,
NM-005,Chaves County,New Mexico,0.44,33,-0.8,1.24,,
NM-006,Cibola County,New Mexico,0.57,47,-0.45,1.02,,
NM-007,Colfax County,New Mexico,0.13,6,-0.98,1.11,,
NM-009,Curry County,New Mexico,0.05,5,-1.43,1.48,,
NM-011,De Baca County,New Mexico,0.07,6,-1.2,1.27,,
NM-013,Dona Ana County,New Mexico,0.06,11,-0.84,0.9,,
NM-015,Eddy County,New Mexico,0.41,38,-0.86,1.27,,
NM-017,Grant County,New Mexico,0.18,19,-1.06,1.24,,
NM-019,Guadalupe County,New Mexico,0.17,14,-0.99,1.16,,
NM-021,Harding County,New Mexico,0.08,9,-1.07,1.15,,
NM-023,Hidalgo County,New Mexico,0.08,18,-0.83,0.91,,
NM-025,Lea County,New Mexico,0.47,37,-0.92,1.39,,
NM-027,Lincoln County,New Mexico,0.74,55,-0.38,1.12,,
NM-028,Los Alamos County,New Mexico,0.25,15,-1.25,1.5,,
NM-029,Luna County,New Mexico,0.05,11,-0.84,0.89,,
NM-031,McKinley County,New Mexico,0.5,37,-0.49,0.99,,
NM-033,Mora County,New Mexico,0.11,6,-1.14,1.25,,
NM-035,Otero County,New Mexico,0.41,34,-0.7,1.11,,
NM-037,Quay County,New Mexico,0.04,3,-1.27,1.31,,
NM-039,Rio Arriba County,New Mexico,0.29,15,-1.1,1.39,,
NM-041,Roosevelt County,New Mexico,0.25,19,-1.16,1.41,,
NM-043,Sandoval County,New Mexico,0.26,18,-0.93,1.19,,
NM-045,San Juan County,New Mexico,0.31,33,-0.63,0.94,,
NM-047,San Miguel County,New Mexico,0.14,11,-1.07,1.21,,
NM-049,Santa Fe County,New Mexico,0.36,21,-0.91,1.27,,
NM-051,Sierra County,New Mexico,0.41,42,-0.63,1.04,,
NM-053,Socorro County,New Mexico,0.34,39,-0.66,1,,
NM-055,Taos County,New Mexico,0.2,8,-1.18,1.38,,
NM-057,Torrance County,New Mexico,0.62,52,-0.55,1.17,,
NM-059,Union County,New Mexico,0.13,14,-0.92,1.05,,
NM-061,Valencia County,New Mexico,0.67,61,-0.29,0.96,,
NY-001,Albany County,New York,3.27,73,0.16,3.11,,
NY-003,Allegany County,New York,7.39,127,4.39,3,,
NY-005,Bronx County,New York,4.23,84,0.74,3.49,,
NY-007,Broome County,New York,5.57,111,2.31,3.26,,
NY-009,Cattaraugus County,New York,7.13,125,3.6,3.53,,
NY-011,Cayuga County,New York,8.1,128,4.81,3.29,,
NY-013,Chautauqua County,New York,6.36,118,2.56,3.8,,
NY-015,Chemung County,New York,7.36,128,4.56,2.8,,
NY-017,Chenango County,New York,6.05,113,2.58,3.47,,
NY-019,Clinton County,New York,4.38,107,1.41,2.97,,
NY-021,Columbia County,New York,2.94,62,-0.19,3.13,,
NY-023,Cortland County,New York,7.02,118,3.46,3.56,,
NY-025,Delaware County,New York,3.82,80,0.27,3.55,,
NY-027,Dutchess County,New York,2.83,58,-0.65,3.48,,
NY-029,Erie County,New York,4.58,107,1.32,3.26,,
NY-031,Essex County,New York,4.12,84,0.72,3.4,,
NY-033,Franklin County,New York,6.02,120,2.66,3.36,,
NY-035,Fulton County,New York,3.95,80,0.22,3.73,,
NY-037,Genesee County,New York,4.95,115,2.02,2.93,,
NY-039,Greene County,New York,3.37,62,-0.21,3.58,,
NY-041,Hamilton County,New York,4.76,89,0.83,3.93,,
NY-043,Herkimer County,New York,6.65,112,2.65,4,,
NY-045,Jefferson County,New York,6.78,122,3.2,3.58,,
NY-047,Kings County,New York,3.81,75,0.46,3.35,,
NY-049,Lewis County,New York,8.29,128,4.21,4.08,,
NY-051,Livingston County,New York,6.08,124,3.34,2.74,,
NY-053,Madison County,New York,7.15,124,3.69,3.46,,
NY-055,Monroe County,New York,5.69,122,2.92,2.77,,
NY-057,Montgomery County,New York,3.89,87,0.76,3.13,,
NY-059,Nassau County,New York,3.25,65,-0.19,3.44,,
NY-061,New York County,New York,3.97,80,0.56,3.41,,
NY-063,Niagara County,New York,3.31,88,0.57,2.74,,
NY-065,Oneida County,New York,7.49,123,3.64,3.85,,
NY-067,Onondaga County,New York,8.34,128,4.94,3.4,,
NY-069,Ontario County,New York,7.54,127,4.7,2.84,,
NY-071,Orange County,New York,2.33,46,-1.04,3.37,,
NY-073,Orleans County,New York,4.26,109,1.49,2.77,,
NY-075,Oswego County,New York,8.2,128,4.45,3.75,,
NY-077,Otsego County,New York,4.76,100,1.34,3.42,,
NY-079,Putnam County,New York,3.03,54,-0.66,3.69,,
NY-081,Queens County,New York,4.06,84,0.68,3.39,,
NY-083,Rensselaer County,New York,3.38,72,0.27,3.11,,
NY-085,Richmond County,New York,3.34,64,-0.04,3.38,,
NY-087,Rockland County,New York,3.2,55,-0.47,3.67,,
NY-089,St. Lawrence County,New York,6.51,123,3.07,3.44,,
NY-091,Saratoga County,New York,3.33,72,0.08,3.25,,
NY-093,Schenectady County,New York,3.44,83,0.41,3.03,,
NY-095,Schoharie County,New York,3.78,85,0.55,3.23,,
NY-097,Schuyler County,New York,7.73,128,4.96,2.77,,
NY-099,Seneca County,New York,7.93,127,5.01,2.92,,
NY-101,Steuben County,New York,7.69,128,4.92,2.77,,
NY-103,Suffolk County,New York,3.59,73,0.15,3.44,,
NY-105,Sullivan County,New York,2.85,46,-0.78,3.63,,
NY-107,Tioga County,New York,6.28,119,3.21,3.07,,
NY-109,Tompkins County,New York,6.87,122,3.75,3.12,,
NY-111,Ulster County,New York,3.23,54,-0.52,3.75,,
NY-113,Warren County,New York,3.3,67,-0.06,3.36,,
NY-115,Washington County,New York,3.37,81,0.33,3.04,,
NY-117,Wayne County,New York,6.99,128,3.84,3.15,,
NY-119,Westchester County,New York,3.45,64,-0.22,3.67,,
NY-121,Wyoming County,New York,5.55,116,2.38,3.17,,
NY-123,Yates County,New York,8.01,127,5.29,2.72,,
NC-001,Alamance County,North Carolina,3.89,94,0.81,3.08,,
NC-003,Alexander County,North Carolina,1.52,27,-1.91,3.43,,
NC-005,Alleghany County,North Carolina,2.08,32,-1.83,3.91,,
NC-007,Anson County,North Carolina,6.39,118,3.36,3.03,,
NC-009,Ashe County,North Carolina,1.89,32,-1.75,3.64,,
NC-011,Avery County,North Carolina,1.77,23,-2.28,4.05,,
NC-013,Beaufort County,North Carolina,9.35,127,6.13,3.22,,
NC-015,Bertie County,North Carolina,7.73,125,4.67,3.06,,
NC-017,Bladen County,North Carolina,7.99,127,5.13,2.86,,
NC-019,Brunswick County,North Carolina,5.85,110,2.61,3.24,,
NC-021,Buncombe County,North Carolina,0.54,6,-2.99,3.53,,
NC-023,Burke County,North Carolina,0.91,12,-2.89,3.8,,
NC-025,Cabarrus County,North Carolina,3.04,76,-0.24,3.28,,
NC-027,Caldwell County,North Carolina,1.59,25,-2.19,3.78,,
NC-029,Camden County,North Carolina,10.58,129,7.39,3.19,,
NC-031,Carteret County,North Carolina,6.36,113,2.63,3.73,,
NC-033,Caswell County,North Carolina,4.9,107,1.91,2.99,,
NC-035,Catawba County,North Carolina,1.54,25,-1.93,3.47,,
NC-037,Chatham County,North Carolina,5.63,115,2.59,3.04,,
NC-039,Cherokee County,North Carolina,0.29,5,-3.24,3.53,,
NC-041,Chowan County,North Carolina,11.19,129,8.05,3.14,,
NC-043,Clay County,North Carolina,0.34,5,-3.57,3.91,,
NC-045,Cleveland County,North Carolina,1.04,19,-2.58,3.62,,
NC-047,Columbus County,North Carolina,7.45,124,4.49,2.96,,
NC-049,Craven County,North Carolina,8.38,125,5.17,3.22,,
NC-051,Cumberland County,North Carolina,10.86,129,8.04,2.82,,
NC-053,Currituck County,North Carolina,10.41,129,7.2,3.21,,
NC-055,Dare County,North Carolina,9.25,123,5.59,3.66,,
NC-057,Davidson County,North Carolina,3.41,84,0.25,3.17,,
NC-059,Davie County,North Carolina,2.49,55,-0.78,3.27,,
NC-061,Duplin County,North Carolina,9.46,129,6.58,2.88,,
NC-063,Durham County,North Carolina,5.87,122,2.92,2.95,,
NC-065,Edgecombe County,North Carolina,9.84,128,6.9,2.94,,
NC-067,Forsyth County,North Carolina,2.95,68,-0.26,3.21,,
NC-069,Franklin County,North Carolina,7.42,124,4.45,2.97,,
NC-071,Gaston County,North Carolina,2.15,55,-1.28,3.43,,
NC-073,Gates County,North Carolina,10.34,128,7.22,3.12,,
NC-075,Graham County,North Carolina,0.81,8,-3.07,3.88,,
NC-077,Granville County,North Carolina,5.09,115,2.1,2.99,,
NC-079,Greene County,North Carolina,10.45,129,7.58,2.87,,
NC-081,Guilford County,North Carolina,4.15,96,1.07,3.08,,
NC-083,Halifax County,North Carolina,7.95,126,5.01,2.94,,
NC-085,Harnett County,North Carolina,7.5,124,4.57,2.93,,
NC-087,Haywood County,North Carolina,0.9,7,-3.2,4.1,,
NC-089,Henderson County,North Carolina,0.66,7,-4,4.66,,
NC-091,Hertford County,North Carolina,8.43,127,5.35,3.08,,
NC-093,Hoke County,North Carolina,9.08,129,6.14,2.94,,
NC-095,Hyde County,North Carolina,8.71,124,5.21,3.5,,
NC-097,Iredell County,North Carolina,2.16,48,-1.21,3.37,,
NC-099,Jackson County,North Carolina,0.56,6,-3.89,4.45,,
NC-101,Johnston County,North Carolina,6.93,123,4.03,2.9,,
NC-103,Jones County,North Carolina,8.64,126,5.55,3.09,,
NC-105,Lee County,North Carolina,6.84,121,3.81,3.03,,
NC-107,Lenoir County,North Carolina,10.45,129,7.58,2.87,,
NC-109,Lincoln County,North Carolina,1.45,26,-2.06,3.51,,
NC-111,McDowell County,North Carolina,0.67,7,-3.62,4.29,,
NC-113,Macon County,North Carolina,0.39,5,-3.92,4.31,,
NC-115,Madison County,North Carolina,0.95,12,-2.16,3.11,,
NC-117,Martin County,North Carolina,9.17,127,6.15,3.02,,
NC-119,Mecklenburg County,North Carolina,2.98,72,-0.29,3.27,,
NC-121,Mitchell County,North Carolina,1.06,12,-2.55,3.61,,
NC-123,Montgomery County,North Carolina,4.79,104,1.64,3.15,,
NC-125,Moore County,North Carolina,6.48,118,3.33,3.15,,
NC-127,Nash County,North Carolina,9.5,126,6.56,2.94,,
NC-129,New Hanover County,North Carolina,7.1,119,3.89,3.21,,
NC-131,Northampton County,North Carolina,7.67,126,4.72,2.95,,
NC-133,Onslow County,North Carolina,7.41,120,4.22,3.19,,
NC-135,Orange County,North Carolina,5.33,116,2.34,2.99,,
NC-137,Pamlico County,North Carolina,7.19,120,3.73,3.46,,
NC-139,Pasquotank County,North Carolina,10.84,129,7.65,3.19,,
NC-141,Pender County,North Carolina,7.79,126,4.77,3.02,,
NC-143,Perquimans County,North Carolina,11.2,129,8.02,3.18,,
NC-145,Person County,North Carolina,4.97,110,2,2.97,,
NC-147,Pitt County,North Carolina,9.96,128,7.01,2.95,,
NC-149,Polk County,North Carolina,0.74,8,-3.69,4.43,,
NC-151,Randolph County,North Carolina,3.84,90,0.78,3.06,,
NC-153,Richmond County,North Carolina,6.81,118,3.73,3.08,,
NC-155,Robeson County,North Carolina,8.77,129,6.05,2.72,,
NC-157,Rockingham County,North Carolina,4.59,103,1.45,3.14,,
NC-159,Rowan County,North Carolina,3.12,74,-0.16,3.28,,
NC-161,Rutherford County,North Carolina,0.78,11,-3.08,3.86,,
NC-163,Sampson County,North Carolina,9.44,129,6.6,2.84,,
NC-165,Scotland County,North Carolina,5.34,113,2.42,2.92,,
NC-167,Stanly County,North Carolina,2.61,71,-0.56,3.17,,
NC-169,Stokes County,North Carolina,2.63,55,-0.78,3.41,,
NC-171,Surry County,North Carolina,1.42,22,-2.12,3.54,,
NC-173,Swain County,North Carolina,1.17,10,-2.83,4,,
NC-175,Transylvania County,North Carolina,0.6,6,-4.67,5.27,,
NC-177,Tyrrell County,North Carolina,11.26,128,7.89,3.37,,
NC-179,Union County,North Carolina,4.73,103,1.65,3.08,,
NC-181,Vance County,North Carolina,6.26,122,3.26,3,,
NC-183,Wake County,North Carolina,7.71,125,4.75,2.96,,
NC-185,Warren County,North Carolina,7.26,124,4.3,2.96,,
NC-187,Washington County,North Carolina,11.18,128,7.99,3.19,,
NC-189,Watauga County,North Carolina,1.93,30,-1.81,3.74,,
NC-191,Wayne County,North Carolina,9.01,126,6.15,2.86,,
NC-193,Wilkes County,North Carolina,1.67,27,-2.01,3.68,,
NC-195,Wilson County,North Carolina,9.62,128,6.77,2.85,,
NC-197,Yadkin County,North Carolina,1.78,32,-1.57,3.35,,
NC-199,Yancey County,North Carolina,0.97,10,-2.72,3.69,,
ND-001,Adams County,North Dakota,0.8,77,-0.13,0.93,,
ND-003,Barnes County,North Dakota,1.58,84,0.25,1.33,,
ND-005,Benson County,North Dakota,0.55,44,-0.53,1.08,,
ND-007,Billings County,North Dakota,1.01,86,0.11,0.9,,
ND-009,Bottineau County,North Dakota,2.22,118,1.25,0.97,,
ND-011,Bowman County,North Dakota,1.2,96,0.3,0.9,,
ND-013,Burke County,North Dakota,2.83,126,1.86,0.97,,
ND-015,Burleigh County,North Dakota,0.39,29,-0.64,1.03,,
ND-017,Cass County,North Dakota,2.13,99,0.71,1.42,,
ND-019,Cavalier County,North Dakota,1.06,68,-0.16,1.22,,
ND-021,Dickey County,North Dakota,2.3,109,0.97,1.33,,
ND-023,Divide County,North Dakota,1.76,116,0.93,0.83,,
ND-025,Dunn County,North Dakota,1.44,103,0.49,0.95,,
ND-027,Eddy County,North Dakota,0.57,40,-0.6,1.17,,
ND-029,Emmons County,North Dakota,0.47,33,-0.65,1.12,,
ND-031,Foster County,North Dakota,0.72,50,-0.48,1.2,,
ND-033,Golden Valley County,North Dakota,1.07,89,0.19,0.88,,
ND-035,Grand Forks County,North Dakota,0.96,57,-0.37,1.33,,
ND-037,Grant County,North Dakota,0.6,49,-0.38,0.98,,
ND-039,Griggs County,North Dakota,0.89,58,-0.35,1.24,,
ND-041,Hettinger County,North Dakota,0.76,72,-0.17,0.93,,
ND-043,Kidder County,North Dakota,0.47,33,-0.65,1.12,,
ND-045,LaMoure County,North Dakota,1.68,91,0.37,1.31,,
ND-047,Logan County,North Dakota,0.8,61,-0.36,1.16,,
ND-049,McHenry County,North Dakota,1.36,99,0.38,0.98,,
ND-051,McIntosh County,North Dakota,1.03,73,-0.15,1.18,,
ND-053,McKenzie County,North Dakota,1.12,90,0.22,0.9,,
ND-055,McLean County,North Dakota,0.89,76,-0.03,0.92,,
ND-057,Mercer County,North Dakota,1.06,86,0.16,0.91,,
ND-059,Morton County,North Dakota,0.53,42,-0.43,0.96,,
ND-061,Mountrail County,North Dakota,2.21,120,1.32,0.89,,
ND-063,Nelson County,North Dakota,0.67,45,-0.58,1.25,,
ND-065,Oliver County,North Dakota,0.76,67,-0.23,0.99,,
ND-067,Pembina County,North Dakota,1.14,67,-0.13,1.27,,
ND-069,Pierce County,North Dakota,1.22,90,0.21,1.01,,
ND-071,Ramsey County,North Dakota,0.44,29,-0.7,1.14,,
ND-073,Ransom County,North Dakota,2.22,103,0.82,1.4,,
ND-075,Renville County,North Dakota,2.64,122,1.69,0.95,,
ND-077,Richland County,North Dakota,2.58,108,1.15,1.43,,
ND-079,Rolette County,North Dakota,1.84,108,0.8,1.04,,
ND-081,Sargent County,North Dakota,2.33,104,0.94,1.39,,
ND-083,Sheridan County,North Dakota,0.58,46,-0.48,1.06,,
ND-085,Sioux County,North Dakota,0.69,57,-0.37,1.06,,
ND-087,Slope County,North Dakota,1,87,0.08,0.92,,
ND-089,Stark County,North Dakota,0.95,85,-0.01,0.96,,
ND-091,Steele County,North Dakota,0.86,52,-0.45,1.31,,
ND-093,Stutsman County,North Dakota,0.98,66,-0.23,1.21,,
ND-095,Towner County,North Dakota,1.34,89,0.24,1.1,,
ND-097,Traill County,North Dakota,1.16,59,-0.22,1.38,,
ND-099,Walsh County,North Dakota,0.83,52,-0.44,1.27,,
ND-101,Ward County,North Dakota,1.71,112,0.75,0.96,,
ND-103,Wells County,North Dakota,0.51,37,-0.64,1.15,,
ND-105,Williams County,North Dakota,1.42,103,0.6,0.82,,
OH-001,Adams County,Ohio,1.96,49,-0.56,2.52,,
OH-003,Allen County,Ohio,2.93,88,0.46,2.47,,
OH-005,Ashland County,Ohio,3.49,96,1.05,2.44,,
OH-007,Ashtabula County,Ohio,4.47,97,1.06,3.41,,
OH-009,Athens County,Ohio,2.96,84,0.44,2.52,,
